	aru-mia
	aruaru-mia
	hahau-a
	huhuti-a
	huihui-a
	kaakahu-ria
	kaukau-ria
	kohikohi-a
	momoto-kia
	momotu-hia
	mukumuku-a
	nanao-mia
	pupuri-tia
	purupuru-a
	rarapi-hia
	rarawhi-a
	rurerure-a
	tatau-ria
	taataami-a
	totohe-a
	tuhituhi-a
	tuitui-a
	waawaahi-a
	wewete-kia
	wehewehe-a
	wetewete-kia
	whaiwhai-a
	aa-ia
	aakirikiri-tia
	aapiti-ria
	aapuru-a
	aarai-a
	aatete-tia
	aawhina-tia
	ahu-ria
	ahuahu-ngia
	ai-tia
	aaki-na
	akiaki-na
	aakiri-tia
	ako-na
	amo-hia
	amuamu-tia
	ao-hia
	apiti-ria
	apo-hia
	apoapo-hia
	apu-ria
	arahi-na
	arataki-na
	aro-ngia
	aroha-ina
	aroha-tia
	aru-mia
	aruaru-mia
	atawhai-tia
	ato-hia
	auee-tia
	aweke-tia
	awhi-tia
	awhina-tia
	ehu-a
	eke-a
	eke-ngia
	epa-ina
	haahau-tia
	haakere-a
	haamene-tia
	haapai-ngia
	haawhe-tia
	haehae-a
	haere-a
	hahau-tia
	hahu-a
	haina-tia
	haka-a
	haku-a
	hakuhaku-a
	hane-a
	hanga-a
	hao-a
	hari-a
	hauhake-tia
	haupapa-tia
	heke-a
	here-ngia
	herehere-a
	heru-a
	heu-a
	heuheu-tia
	hiahia-tia
	hihira-tia
	hii-a
	hiianga-tia
	hiikopi-na
	hiipoki-na
	hiirau-tia
	hiiri-tia
	hika-ia
	hiki-tia
	hoe-a
	hohou-tia
	hoki-a
	hoko-na
	hokohoko-na
	hongi-a
	hongihongi-a
	hono-a
	hopu-kina
	hori-a
	horo-a
	horoi-a
	horomi-a
	houhou-a
	hua-ina
	huaki-na
	huhu-a
	hui-a
	huihui-a
	huke-a
	huna-a
	hunuhunu-a
	hura-hia
	huri-hia
	huru-a
	huti-a
	huupeke-tia
	ihiihi-a
	inaki-tia
	inoi-a
	inu-mia
	iri-a
	iti-haere
	kakaro-hia
	kawhaki-na 
	kaakahu-ria
	kaawiri-tia
	kahaki-na
	kai-nga
	kaingaakau-tia
	kaiponu-hia
	kake-a
	kanga-a
	kape-a
	kapi-a
	kapo-hia
	karakia-tia
	karanga-hia
	karapoti-a
	karawhiu-a
	kare-a
	karo-hia
	kata-ina
	kati-a
	kato-hia
	kauhoe-tia
	kaumaatua-tia
	kaupare-a
	kauwhau-tia
	kawe-a
	keri-a
	ketu-a
	ketuketu-a
	keu-a
	kihi-a
	kii-a
	kiki-a
	kimi-hia
	kini-tia
	kaawhaki-na
	kite-a
	kowhaki-na
	kowhete-tia
	koa-ina
	koara-tia
	kohi-a
	kohikohi-a
	koingo-tia
	koko-a
	komutu-a
	koo-ia
	koohari-tia
	koohua-tia
	koohue-tia
	koohure-a
	koohuru-tia
	kookiri-tia
	koomiri-a
	koonatu-a
	koopake-tia
	koopaki-na
	koopani-a
	koopare-a
	koopenupenu-tia
	koopiro-a
	koorero-tia
	koorori-a
	kooti-a
	kootui-a
	koowhiri-a
	kopani-a
	kopi-a
	koro-a
	korou-tia
	kowhaki-na
	kuhu-a
	kuku-a
	kuru-a
	kuti-a
	maaharahara-tia
	maakutu-ria
	maarena-tia
	maatakitaki-na
